escalador,variable,mean,std,min,max
RobustScaler,MS SubClass,0.1494871794871795,0.8497388841734564,-0.6,2.8
RobustScaler,Lot Frontage,-0.030683760683760677,1.056000263560967,-2.45,12.15
RobustScaler,Lot Area,0.17604962022027124,1.89743998298863,-1.980752727718524,50.47603285521638
RobustScaler,Overall Qual,0.0420940170940171,0.6983164691701419,-2.5,2.0
RobustScaler,Overall Cond,0.576068376068376,1.1141477817741452,-4.0,4.0
RobustScaler,Year Built,-0.04406255682851428,0.6434496603919239,-2.148936170212766,0.7872340425531915
RobustScaler,Year Remod/Add,-0.20552181736392264,0.5460484799728812,-1.105263157894737,0.47368421052631576
RobustScaler,Mas Vnr Area,0.6189616967394745,1.0845293808150722,0.0,9.876543209876543
RobustScaler,BsmtFin SF 1,0.08411439346691144,0.5955419103866687,-0.5214114422747517,2.5714285714285716
RobustScaler,BsmtFin SF 2,50.41923076923077,170.732423348577,0.0,1526.0
RobustScaler,Bsmt Unf SF,0.1613691409557043,0.7467398407818417,-0.7855297157622739,3.2385874246339363
RobustScaler,Total Bsmt SF,0.11866498134103767,0.8390610623741211,-1.9778672032193159,4.472837022132797
RobustScaler,1st Flr SF,0.14594641120320878,0.750721757310907,-1.5065458207452165,5.51460221550856
RobustScaler,2nd Flr SF,0.47429688070713705,0.6079329254414649,0.0,2.6524216524216526
RobustScaler,Low Qual Fin SF,4.1260683760683765,43.82463308554867,0.0,1064.0
RobustScaler,Gr Liv Area,0.0814582945928635,0.7914611866176118,-1.7840451248992748,3.8340048348106364
RobustScaler,Bsmt Full Bath,0.43034188034188037,0.5253902747337772,0.0,3.0
RobustScaler,Bsmt Half Bath,0.0641025641025641,0.2501684899384979,0.0,2.0
RobustScaler,Full Bath,-0.4393162393162393,0.5541953582231276,-2.0,2.0
RobustScaler,Half Bath,0.3735042735042735,0.5020510582124813,0.0,2.0
RobustScaler,Bedroom AbvGr,-0.1606837606837607,0.8238593903030748,-3.0,3.0
RobustScaler,Kitchen AbvGr,0.042735042735042736,0.2105861196230528,-1.0,2.0
RobustScaler,TotRms AbvGrd,0.20534188034188033,0.781378843568505,-2.0,3.5
RobustScaler,Fireplaces,-0.4008547008547009,0.6492664623392701,-1.0,3.0
RobustScaler,Garage Yr Blt,-0.04697802197802198,0.6303952574921995,-2.5238095238095237,0.7619047619047619
RobustScaler,Garage Cars,-0.24145299145299146,0.7485425656332424,-2.0,2.0
RobustScaler,Garage Area,-0.02967650123249727,0.8420538091317972,-1.9028741328047571,3.99603567888999
RobustScaler,Wood Deck SF,0.5671550671550671,0.7589366459751181,0.0,8.476190476190476
RobustScaler,Open Porch SF,0.3056385210231364,0.9753931183360685,-0.37362637362637363,10.498168498168498
RobustScaler,Enclosed Porch,23.958119658119656,66.37691452808501,0.0,1012.0
RobustScaler,3Ssn Porch,2.763247863247863,25.922771804733586,0.0,508.0
RobustScaler,Screen Porch,15.720940170940171,55.6134923156841,0.0,576.0
RobustScaler,Pool Area,2.269230769230769,36.54485542075041,0.0,800.0
RobustScaler,Misc Val,49.92991452991453,521.908781892483,0.0,15500.0
RobustScaler,Mo Sold,0.05480769230769231,0.6732802466226978,-1.25,1.5
RobustScaler,Yr Sold,-0.10918803418803419,0.6575611647967751,-1.0,1.0
RobustScaler,Month_Sold,0.05480769230769231,0.6732802466226978,-1.25,1.5
RobustScaler,Age_At_Sale,0.039416257501363884,0.6444231605806197,-0.7446808510638298,2.148936170212766
RobustScaler,Years_Since_Remod,0.1997863247863248,0.545982019855796,-0.42105263157894735,1.1578947368421053
RobustScaler,Total_SF,0.08452926866025104,0.7629554569919033,-2.127455919395466,4.012594458438287
RobustScaler,Total_Bathrooms_Equivalent,0.20982905982905983,0.8139112026236504,-1.0,5.0
RobustScaler,Total_Porch_SF,0.08276516262786286,0.7334559849813901,-0.7597254004576659,5.757437070938215
RobustScaler,Has_Garage,-0.052564102564102565,0.22320933966490936,-1.0,0.0
RobustScaler,Has_Basement,-0.026923076923076925,0.16189325329130452,-1.0,0.0
RobustScaler,Has_Pool,0.004273504273504274,0.0652461546103244,0.0,1.0
RobustScaler,Has_2nd_Floor,0.4239316239316239,0.49428535439457794,0.0,1.0
StandardScaler,MS SubClass,9.261347624223528e-17,1.0002137437237193,-0.8822091016783198,3.1198752938928473
StandardScaler,Lot Frontage,-2.8087693614448404e-16,1.0002137437237193,-2.2915082850624486,11.537201008174582
StandardScaler,Lot Area,3.3401581595560264e-17,1.0002137437237193,-1.1369336422995031,26.515059760399943
StandardScaler,Overall Qual,2.06482504408918e-16,1.000213743723719,-3.6410961018245325,2.804350977642952
StandardScaler,Overall Cond,2.5430749623892473e-16,1.0002137437237193,-4.108114342492949,3.0737964243606197
StandardScaler,Year Built,3.459341075703821e-15,1.0002137437237193,-3.2719319730870393,1.2922134162071448
StandardScaler,Year Remod/Add,1.887189360149155e-15,1.0002137437237193,-1.6480838013504155,1.2441225071252873
StandardScaler,Mas Vnr Area,4.4029357557783984e-17,1.000213743723719,-0.5708411472007318,8.537860224794784
StandardScaler,BsmtFin SF 1,-1.518253708889103e-17,1.000213743723719,-1.0169817648859802,4.177448777938782
StandardScaler,BsmtFin SF 2,1.518253708889103e-18,1.0002137437237193,-0.29537451981456203,8.644498428665537
StandardScaler,Bsmt Unf SF,9.716823736890259e-17,1.0002137437237193,-1.2683148784642013,4.1217514476666
StandardScaler,Total Bsmt SF,2.672126527644821e-16,1.0002137437237193,-2.499198686711761,5.190447886372799
StandardScaler,1st Flr SF,-2.50511861966702e-16,1.000213743723719,-2.2016751555356655,7.152854261241902
StandardScaler,2nd Flr SF,1.1386902816668272e-17,1.0002137437237193,-0.7803463817066204,3.5836031263348853
StandardScaler,Low Qual Fin SF,4.554761126667309e-18,1.0002137437237193,-0.09416964859081214,24.189602933020833
StandardScaler,Gr Liv Area,-5.465713352000771e-17,1.0002137437237193,-2.3575409517095216,4.742302827923903
StandardScaler,Bsmt Full Bath,1.8219044506669236e-17,1.0002137437237193,-0.8192649995966598,4.891996467303589
StandardScaler,Bsmt Half Bath,1.2905156525557376e-17,1.0002137437237193,-0.2562923317763874,7.740028419646899
StandardScaler,Full Bath,-2.960594732333751e-17,1.0002137437237193,-2.8167275742750406,4.402486581041055
StandardScaler,Half Bath,1.1766466243890548e-17,1.0002137437237193,-0.7441157658916968,3.2403942848784877
StandardScaler,Bedroom AbvGr,-1.4119759492668657e-16,1.0002137437237193,-3.4470968696458253,3.8372559373721438
StandardScaler,Kitchen AbvGr,-3.795634272222757e-16,1.000213743723719,-4.952643235332008,9.29635492533631
StandardScaler,TotRms AbvGrd,-2.2925631004225457e-16,1.0002137437237193,-2.8229754062109707,4.2173682577625184
StandardScaler,Fireplaces,-3.491983530444937e-17,1.0002137437237193,-0.9230006437317576,5.2391149235501615
StandardScaler,Garage Yr Blt,-2.3847970132375583e-15,1.0002137437237193,-3.9298533413386045,1.2834101587622955
StandardScaler,Garage Cars,7.591268544445516e-18,1.000213743723719,-2.349796748625724,2.9950629274706984
StandardScaler,Garage Area,-1.1235077445779361e-16,1.0002137437237193,-2.22503359701095,4.781847201648671
StandardScaler,Wood Deck SF,4.099285014000578e-17,1.0002137437237193,-0.7474619864510342,10.423433836892517
StandardScaler,Open Porch SF,-3.188332788667116e-17,1.0002137437237193,-0.696550006849029,10.451897163113102
StandardScaler,Enclosed Porch,6.224840206445322e-17,1.000213743723719,-0.3610176930669097,14.888505666747001
StandardScaler,3Ssn Porch,-4.554761126667309e-18,1.0002137437237193,-0.10661816996093863,19.494240319981373
StandardScaler,Screen Porch,1.518253708889103e-18,1.0002137437237193,-0.2827425462507434,10.076670114161958
StandardScaler,Pool Area,-1.518253708889103e-17,1.0002137437237193,-0.06210766951828199,21.833477516587912
StandardScaler,Misc Val,-9.109522253334618e-18,1.0002137437237193,-0.09568834338192696,29.609335916798933
StandardScaler,Mo Sold,-5.617538722889681e-17,1.0002137437237193,-1.9384002327547063,2.146953242321535
StandardScaler,Yr Sold,4.144832625267251e-15,1.0002137437237193,-1.3550106347202566,1.6871816274485227
StandardScaler,Month_Sold,-5.617538722889681e-17,1.0002137437237193,-1.9384002327547063,2.146953242321535
StandardScaler,Age_At_Sale,-7.591268544445515e-19,1.000213743723719,-1.2170026659102695,3.274200771200929
StandardScaler,Years_Since_Remod,5.997102150111956e-17,1.0002137437237193,-1.1373481803661698,1.7552101843364885
StandardScaler,Total_SF,-2.095190118266962e-16,1.000213743723719,-2.899852102414549,5.149586064367589
StandardScaler,Total_Bathrooms_Equivalent,-2.080007581178071e-16,1.000213743723719,-1.4867563553574918,5.886630867962601
StandardScaler,Total_Porch_SF,2.2773805633336544e-17,1.000213743723719,-1.148904170680483,7.738548665546621
StandardScaler,Has_Garage,1.5638013201557762e-16,1.0002137437237195,-4.24551413186936,0.2355427326206277
